PVSYST v6.88
;File;File date;Description
Project;PVPMC_Challenge_1and2.PRJ;10/10/21 17h50;PVPMC_Challenge_1and2;
Geographical Site;ABQ_SAM_CSV_2019.SIT;10/10/21 17h50;ABQ;United States;North_America;;
Meteo data;ABQ_SAM_CSV_2019.MET;10/10/21 17h37;ABQ;;2019;
Simulation variant;PVPMC_Challenge_1and2.VC0;10/10/21 17h53;S1;
Simulation date;;10/10/21 17h54

Simulation:;Hourly values; from 01/01/19; to 31/12/19 

date;GlobInc;GlobEff;EArray;HSol;AzSol;DiffHor;TArray
    ;W/m²;W/m²;W;°;°;W/m²;°C

13/04/19 02:00;0;0;0;0;0;0;0
13/04/19 03:00;0;0;0;0;0;0;0
13/04/19 04:00;0;0;0;0;0;0;0
13/04/19 05:00;0;0;0;1.8453;-99.606;0;0
13/04/19 06:00;9.995;9.437;60.436;9.7672;-94.095;10.203;4.3646
13/04/19 07:00;51.872;49.916;575.36;22.035;-85.433;58.494;4.5044
13/04/19 08:00;211.89;203.77;2652.9;34.139;-75.709;242.3;10.216
13/04/19 09:00;140.7;135.4;1723.5;45.648;-63.47;159.8;7.9973
13/04/19 10:00;111.07;106.88;1342.8;55.716;-46.149;125.4;5.647
13/04/19 11:00;122.43;117.81;1490.9;62.524;-20.199;138.51;6.1106
13/04/19 12:00;117.02;112.61;1419.9;63.35;12.681;132.29;6.0139
13/04/19 13:00;127.03;122.24;1546.9;57.723;40.884;143.8;7.1626
13/04/19 14:00;191.9;184.66;2387.2;48.214;59.948;219.8;10.393
13/04/19 15:00;134.31;129.25;1631.7;36.946;73.104;152.7;9.4417
13/04/19 16:00;66.47;63.964;754.53;24.935;83.263;75;8.1275
13/04/19 17:00;58.968;56.744;657.58;12.677;92.081;66.796;8.7369
13/04/19 18:00;0;0;0;3.3079;98.578;4.4059;0
13/04/19 19:00;0;0;0;0;0;0;0
13/04/19 20:00;0;0;0;0;0;0;0
13/04/19 21:00;0;0;0;0;0;0;0
13/04/19 22:00;0;0;0;0;0;0;0
13/04/19 23:00;0;0;0;0;0;0;0
14/04/19 00:00;0;0;0;0;0;0;0
14/04/19 01:00;0;0;0;0;0;0;0
14/04/19 02:00;0;0;0;0;0;0;0
14/04/19 03:00;0;0;0;0;0;0;0
14/04/19 04:00;0;0;0;0;0;0;0
14/04/19 05:00;40.749;31.518;334.96;2.1078;-99.867;11.898;3.8164
14/04/19 06:00;168.46;139.69;1778.7;10.025;-94.364;37.4;8.6937
14/04/19 07:00;296.75;262.63;3430.4;22.293;-85.719;52.599;14.127
14/04/19 08:00;406.48;372.09;4869.7;34.408;-76.017;60.199;19.272
14/04/19 09:00;493.75;460.73;6007.9;45.94;-63.797;64.896;23.388
14/04/19 10:00;556.22;524.63;6796.7;56.046;-46.447;67.998;27.065
14/04/19 11:00;576.39;546.59;7052.9;62.892;-20.293;81.302;28.811
14/04/19 12:00;595.79;565.28;7252.7;63.696;12.973;85.002;30.997
14/04/19 13:00;567.11;535.87;6863;57.994;41.359;75.199;31.005
14/04/19 14:00;510.92;478.29;6135.8;48.422;60.409;68.995;29.152
14/04/19 15:00;427.78;393.74;5051;37.117;73.516;62.303;26.563
14/04/19 16:00;319.86;285.67;3647.3;25.089;83.635;52.499;22.978
14/04/19 17:00;194.28;163.35;2041;12.828;92.428;35.096;18.494
14/04/19 18:00;90.419;66.568;773.03;3.4645;98.914;11.399;14.582
14/04/19 19:00;0;0;0;0;0;0;0
14/04/19 20:00;0;0;0;0;0;0;0
14/04/19 21:00;0;0;0;0;0;0;0
14/04/19 22:00;0;0;0;0;0;0;0
14/04/19 23:00;0;0;0;0;0;0;0
15/04/19 00:00;0;0;0;0;0;0;0
15/04/19 01:00;0;0;0;0;0;0;0
15/04/19 02:00;0;0;0;0;0;0;0
15/04/19 03:00;0;0;0;0;0;0;0
15/04/19 04:00;0;0;0;0;0;0;0
15/04/19 05:00;45.653;34.913;379.75;2.1661;-100.27;10.801;3.169
15/04/19 06:00;171.22;142.87;1823.3;10.28;-94.633;36.801;8.5372
15/04/19 07:00;299.81;266.26;3460.5;22.548;-86.006;52.599;16.01
15/04/19 08:00;408.46;374.64;4877.4;34.673;-76.327;58.703;21.08
15/04/19 09:00;495.05;462.55;5991.1;46.228;-64.127;61.495;25.64
15/04/19 10:00;554.6;523.69;6724;56.373;-46.751;64.597;29.94
15/04/19 11:00;585.89;555.99;7088.7;63.257;-20.392;65.405;32.838
15/04/19 12:00;587.23;557.51;7060.7;64.04;13.267;64.398;34.985
15/04/19 13:00;559.55;529.15;6683;58.262;41.835;62.902;35.282
15/04/19 14:00;502.09;470.44;5929.4;48.627;60.87;59.301;34.515
15/04/19 15:00;419.59;386.56;4860.2;37.286;73.926;53.198;32.606
15/04/19 16:00;314.74;281.45;3522.3;25.242;84.004;45.797;28.941
15/04/19 17:00;192.07;161.99;1984.4;12.979;92.772;31.805;24.35
15/04/19 18:00;95.994;70.969;814.76;3.419;99.388;10.502;20.373
15/04/19 19:00;0;0;0;0;0;0;0
15/04/19 20:00;0;0;0;0;0;0;0
15/04/19 21:00;0;0;0;0;0;0;0
15/04/19 22:00;0;0;0;0;0;0;0
15/04/19 23:00;0;0;0;0;0;0;0
16/04/19 00:00;0;0;0;0;0;0;0
16/04/19 01:00;0;0;0;0;0;0;0
16/04/19 02:00;0;0;0;0;0;0;0
16/04/19 03:00;0;0;0;0;0;0;0
16/04/19 04:00;0;0;0;0;0;0;0
16/04/19 05:00;47.984;36.796;394.24;2.2219;-100.67;10.203;11.504
16/04/19 06:00;173.39;145.02;1808.5;10.532;-94.901;33.101;16.274
16/04/19 07:00;297.26;264.46;3374;22.8;-86.292;47.004;21.835
16/04/19 08:00;406.89;373.79;4759.6;34.934;-76.637;54.504;28.16
16/04/19 09:00;493.82;462.06;5850.4;46.512;-64.459;59.999;32.861
16/04/19 10:00;556.77;526.3;6605.5;56.695;-47.059;60.697;37.175
16/04/19 11:00;590.4;560.82;6988.3;63.618;-20.496;62.702;40.09
16/04/19 12:00;592.32;562.88;6983.1;64.382;13.563;60.498;41.476
16/04/19 13:00;564.08;533.95;6604.9;58.527;42.314;59.301;41.788
16/04/19 14:00;507.8;476.31;5888.2;48.829;61.33;55.701;40.615
16/04/19 15:00;425.28;392.33;4848.1;37.454;74.333;50.096;38.102
16/04/19 16:00;321.05;287.61;3540.6;25.394;84.371;43.105;34.305
16/04/19 17:00;199.31;168.51;2035;13.129;93.113;29.601;29.5
16/04/19 18:00;109.8;81.76;936.62;3.5756;99.719;10.003;25.737
16/04/19 19:00;0;0;0;0;0;0;0
16/04/19 20:00;0;0;0;0;0;0;0
16/04/19 21:00;0;0;0;0;0;0;0
16/04/19 22:00;0;0;0;0;0;0;0
16/04/19 23:00;0;0;0;0;0;0;0
17/04/19 00:00;0;0;0;0;0;0;0
17/04/19 01:00;0;0;0;0;0;0;0
17/04/19 02:00;0;0;0;0;0;0;0
17/04/19 03:00;0;0;0;0;0;0;0
17/04/19 04:00;0;0;0;0;0;0;0
17/04/19 05:00;46.53;36.731;394.46;2.476;-100.93;11.3;10.651
17/04/19 06:00;174.92;148.28;1849;10.781;-95.169;39.195;16.823
17/04/19 07:00;301.09;269.37;3420.5;23.048;-86.579;54.903;23.656
17/04/19 08:00;408.95;376.79;4792.2;35.191;-76.948;62.004;28.643
17/04/19 09:00;496.37;465.3;5892.5;46.792;-64.793;67.798;32.899
17/04/19 10:00;557.35;527.59;6633.1;57.014;-47.372;69.703;36.664
17/04/19 11:00;590.98;562.12;7032.9;63.977;-20.604;79.697;38.869
17/04/19 12:00;569.3;542.4;6765.4;64.72;13.862;149.4;39.431
17/04/19 13:00;520.05;494.95;6173.8;58.789;42.794;230.3;38.353
17/04/19 14:00;490.18;462.58;5756.1;49.03;61.789;158.7;38.246
17/04/19 15:00;315.3;296.3;3674.8;37.62;74.739;172.3;32.587
17/04/19 16:00;317.47;291.41;3603.2;25.546;84.735;135;33.214
17/04/19 17:00;136.6;122.27;1452.1;13.279;93.451;67.001;26.757
17/04/19 18:00;20.741;18.234;158.74;3.5305;100.19;10.602;21.345
17/04/19 19:00;0;0;0;0;0;0;0
17/04/19 20:00;0;0;0;0;0;0;0
17/04/19 21:00;0;0;0;0;0;0;0
17/04/19 22:00;0;0;0;0;0;0;0
17/04/19 23:00;0;0;0;0;0;0;0
18/04/19 00:00;0;0;0;0;0;0;0
18/04/19 01:00;0;0;0;0;0;0;0
18/04/19 02:00;0;0;0;0;0;0;0
18/04/19 03:00;0;0;0;0;0;0;0
18/04/19 04:00;0;0;0;0;0;0;0
18/04/19 05:00;48.805;39.26;426.58;2.5263;-101.33;13.105;10.753
18/04/19 06:00;179.46;153.12;1912.9;11.027;-95.436;40.601;17.019
18/04/19 07:00;306.2;274.85;3499.1;23.292;-86.865;56.598;23.2
18/04/19 08:00;422.03;390.13;4949.8;35.444;-77.26;76.904;29.918
18/04/19 09:00;475.39;448.76;5659.4;47.068;-65.13;182;33.73
18/04/19 10:00;443.85;425.29;5357.3;57.329;-47.691;405.6;33.366
18/04/19 11:00;473.54;454.49;5715.7;64.333;-20.718;459;34.76
18/04/19 12:00;537.24;515.42;6445.7;65.056;14.162;496.8;38.042
18/04/19 13:00;572.72;546.38;6796.4;59.048;43.275;326.2;40.349
18/04/19 14:00;437.78;418.69;5222.2;49.228;62.246;399.8;36.199
18/04/19 15:00;331.56;317.2;3952.1;37.785;75.142;336.6;32.322
18/04/19 16:00;263.12;250.13;3099.2;25.697;85.097;252.7;29.863
18/04/19 17:00;243.2;214.5;2641.2;13.429;93.787;89.301;28.796
18/04/19 18:00;98.312;76.17;874.24;3.6871;100.51;12.796;22.877
18/04/19 19:00;0;0;0;0;0;0;0
18/04/19 20:00;0;0;0;0;0;0;0
18/04/19 21:00;0;0;0;0;0;0;0
18/04/19 22:00;0;0;0;0;0;0;0
18/04/19 23:00;0;0;0;0;0;0;0
19/04/19 00:00;0;0;0;0;0;0;0
19/04/19 01:00;0;0;0;0;0;0;0
19/04/19 02:00;0;0;0;0;0;0;0
19/04/19 03:00;0;0;0;0;0;0;0
19/04/19 04:00;0;0;0;0;0;0;0
19/04/19 05:00;52.207;41.844;460.28;2.5738;-101.73;12.197;10.407
19/04/19 06:00;183.02;156.51;1967;11.269;-95.702;37.899;15.655
19/04/19 07:00;310.13;278.66;3569.5;23.533;-87.15;50.704;21.494
19/04/19 08:00;418.27;386.64;4949.7;35.694;-77.572;59.6;26.961
19/04/19 09:00;504.33;473.96;6028.8;47.339;-65.469;66.003;31.738
19/04/19 10:00;551.99;524.09;6619.2;57.64;-48.014;103.1;35.167
19/04/19 11:00;584.33;557.11;7000.1;64.685;-20.837;109.1;37.446
19/04/19 12:00;569.72;544.01;6812.1;65.389;14.464;194.2;38.252
19/04/19 13:00;609.74;579.8;7208.9;59.305;43.757;136.5;41.116
19/04/19 14:00;446.39;423.18;5282;49.424;62.702;204.9;36.132
19/04/19 15:00;267.41;254.88;3155;37.948;75.543;236.7;30.499
19/04/19 16:00;323.61;300.24;3718.8;25.846;85.455;175.8;33.194
19/04/19 17:00;161.57;147;1768.3;13.578;94.119;96.502;27.519
19/04/19 18:00;97.268;78.553;899.17;3.8434;100.83;21.303;24.677
19/04/19 19:00;0;0;0;0;0;0;0
19/04/19 20:00;0;0;0;0;0;0;0
19/04/19 21:00;0;0;0;0;0;0;0
19/04/19 22:00;0;0;0;0;0;0;0
19/04/19 23:00;0;0;0;0;0;0;0
20/04/19 00:00;0;0;0;0;0;0;0
20/04/19 01:00;0;0;0;0;0;0;0
20/04/19 02:00;0;0;0;0;0;0;0
20/04/19 03:00;0;0;0;0;0;0;0
20/04/19 04:00;0;0;0;0;0;0;0
20/04/19 05:00;15.085;14.073;113.01;2.8185;-101.98;14.701;12.568
20/04/19 06:00;114.32;107.59;1304.2;11.508;-95.967;103.6;17.145
20/04/19 07:00;295.68;275.14;3487.9;23.77;-87.436;184.9;24.56
20/04/19 08:00;438.97;411.68;5220.9;35.939;-77.885;209;30.826
20/04/19 09:00;532.31;503.7;6347.1;47.606;-65.81;213.4;35.421
20/04/19 10:00;583.96;557.82;6983.8;57.946;-48.343;369.2;38.579
20/04/19 11:00;616.27;588.95;7329.3;65.034;-20.962;246.5;40.996
20/04/19 12:00;563.58;538.45;6696;65.718;14.767;179.9;40.27
20/04/19 13:00;605.27;576.03;7117.1;59.558;44.241;133.7;42.966
20/04/19 14:00;481.45;456.35;5654;49.618;63.157;197.2;39.394
20/04/19 15:00;384.14;362.69;4486.9;38.11;75.941;230.9;36.601
20/04/19 16:00;263.22;245.97;3018.8;25.995;85.811;168.8;32.409
20/04/19 17:00;194.88;176.02;2126.7;13.727;94.448;97.798;30.306
20/04/19 18:00;29.084;25.796;245.74;3.7989;101.29;16.795;24.398
20/04/19 19:00;0;0;0;0;0;0;0
20/04/19 20:00;0;0;0;0;0;0;0
20/04/19 21:00;0;0;0;0;0;0;0
20/04/19 22:00;0;0;0;0;0;0;0
20/04/19 23:00;0;0;0;0;0;0;0
21/04/19 00:00;0;0;0;0;0;0;0
21/04/19 01:00;0;0;0;0;0;0;0
21/04/19 02:00;0;0;0;0;0;0;0
21/04/19 03:00;0;0;0;0;0;0;0
21/04/19 04:00;0;0;0;0;0;0;0
21/04/19 05:00;34.121;30.255;307.28;2.8599;-102.37;19.996;15.878
21/04/19 06:00;172.91;151.66;1872.7;11.743;-96.231;52.2;20.39
21/04/19 07:00;322.24;291.55;3680.4;24.004;-87.721;58.503;26.88
21/04/19 08:00;432.28;401.12;5064.3;36.18;-78.198;65.505;31.855
21/04/19 09:00;493.07;465;5845.3;47.869;-66.153;87.197;35.197
21/04/19 10:00;586.61;557.82;6951.9;58.248;-48.677;92.103;39.99
21/04/19 11:00;576.36;550.62;6852.7;65.379;-21.092;135;40.272
21/04/19 12:00;626.68;598.53;7401.3;66.045;15.072;94.597;43.098
21/04/19 13:00;578.52;550.84;6814;59.808;44.724;107.3;42.127
21/04/19 14:00;397.84;380.64;4727;49.809;63.609;346.7;36.168
21/04/19 15:00;301.62;288.23;3563.2;38.271;76.336;285.1;33.078
21/04/19 16:00;71.686;68.982;778.35;26.143;86.163;81;24.457
21/04/19 17:00;40.471;38.944;406.44;13.876;94.774;46.098;22.713
21/04/19 18:00;10.539;10.141;67.226;3.9552;101.6;12.708;22.152
21/04/19 19:00;0;0;0;0;0;0;0
21/04/19 20:00;0;0;0;0;0;0;0
21/04/19 21:00;0;0;0;0;0;0;0
21/04/19 22:00;0;0;0;0;0;0;0
21/04/19 23:00;0;0;0;0;0;0;0
22/04/19 00:00;0;0;0;0;0;0;0
22/04/19 01:00;0;0;0;0;0;0;0
22/04/19 02:00;0;0;0;0;0;0;0
22/04/19 03:00;0;0;0;0;0;0;0
22/04/19 04:00;0;0;0;0;0;0;0
22/04/19 05:00;13.201;12.213;91.964;2.8982;-102.77;11.1;10.588
22/04/19 06:00;135.59;120.62;1489.1;11.974;-96.494;52.1;14.678
22/04/19 07:00;321.4;291.64;3738.9;24.233;-88.005;61.595;22.015
22/04/19 08:00;437.22;406.45;5198.5;36.417;-78.512;68.497;27.966
22/04/19 09:00;518.33;488.95;6207.6;48.127;-66.498;69.903;32.723
22/04/19 10:00;579.53;551.42;6931.1;58.545;-49.016;73.902;37.227
22/04/19 11:00;614.92;587.5;7316.1;65.721;-21.228;76.196;40.77
22/04/19 12:00;639.38;611.41;7561.3;66.369;15.378;141.7;43.28
22/04/19 13:00;591.41;564.48;6960.6;60.055;45.208;219.4;43.352
22/04/19 14:00;529.88;503.49;6209.8;49.998;64.059;242.9;41.991
22/04/19 15:00;391.66;368.61;4569;38.43;76.728;173.8;36.262
22/04/19 16:00;336.83;312.09;3856.8;26.291;86.513;152.5;34.535
22/04/19 17:00;250.96;223.23;2734.9;14.024;95.097;82;31.085
22/04/19 18:00;111.13;89.671;1039.3;3.9111;102.05;16.197;25.225
22/04/19 19:00;0;0;0;0;0;0;0
22/04/19 20:00;0;0;0;0;0;0;0
22/04/19 21:00;0;0;0;0;0;0;0
22/04/19 22:00;0;0;0;0;0;0;0
22/04/19 23:00;0;0;0;0;0;0;0
23/04/19 00:00;0;0;0;0;0;0;0
23/04/19 01:00;0;0;0;0;0;0;0
23/04/19 02:00;0;0;0;0;0;0;0
23/04/19 03:00;0;0;0;0;0;0;0
23/04/19 04:00;0;0;0;0;0;0;0
23/04/19 05:00;65.06;54.273;616.49;3.1328;-103.02;16.197;13.063
23/04/19 06:00;205.2;179.29;2251.2;12.202;-96.756;45.498;19.061
23/04/19 07:00;335.24;304.68;3885.8;24.458;-88.288;59.301;24.414
23/04/19 08:00;442.09;411.52;5228.6;36.649;-78.825;67.001;30.233
23/04/19 09:00;525.74;496.49;6256;48.38;-66.845;70.501;35.268
23/04/19 10:00;585.35;557.51;6954.8;58.838;-49.36;77.602;39.684
23/04/19 11:00;620.95;593.78;7329.5;66.059;-21.371;83.197;43.562
23/04/19 12:00;598.66;573.34;7051.3;66.689;15.685;230.4;44.309
23/04/19 13:00;291.61;280.56;3456.4;60.299;45.692;331;33.654
23/04/19 14:00;287.7;276.74;3406.5;50.185;64.507;326;33.665
23/04/19 15:00;254.76;243.7;2982.2;38.587;77.117;242;33.112
23/04/19 16:00;388.77;359.08;4414.8;26.437;86.859;142.7;38.306
23/04/19 17:00;207.6;189.55;2291.4;14.172;95.416;110.9;31.736
23/04/19 18:00;56.199;49.023;525.15;4.0673;102.36;22.101;26.107
23/04/19 19:00;0;0;0;0;0;0;0
23/04/19 20:00;0;0;0;0;0;0;0
23/04/19 21:00;0;0;0;0;0;0;0
23/04/19 22:00;0;0;0;0;0;0;0
23/04/19 23:00;0;0;0;0;0;0;0
24/04/19 00:00;0;0;0;0;0;0;0
24/04/19 01:00;0;0;0;0;0;0;0
24/04/19 02:00;0;0;0;0;0;0;0
24/04/19 03:00;0;0;0;0;0;0;0
24/04/19 04:00;0;0;0;0;0;0;0
24/04/19 05:00;50.672;43.59;472.94;3.1644;-103.41;18.102;16.847
24/04/19 06:00;200.66;177.62;2207.4;12.425;-97.017;57.905;22.045
24/04/19 07:00;342.78;313.2;3956.1;24.679;-88.571;77.403;27.9
24/04/19 08:00;453.43;423.04;5329.9;36.877;-79.139;79.198;33.244
24/04/19 09:00;534.31;505.31;6325.1;48.628;-67.194;81.602;37.528
24/04/19 10:00;592.63;564.98;7025;59.125;-49.708;84.205;40.832
24/04/19 11:00;631.02;603.88;7457.8;66.393;-21.52;82.2;43.581
24/04/19 12:00;639.12;611.8;7521.4;67.006;15.993;84.504;45.084
24/04/19 13:00;613.1;584.96;7182.9;60.54;46.176;82.2;44.994
24/04/19 14:00;551.91;522.68;6427.6;50.37;64.952;77.203;43.319
24/04/19 15:00;466.46;435.95;5368;38.743;77.503;67.3;40.647
24/04/19 16:00;359.22;328.23;4037.6;26.583;87.201;54.704;36.741
24/04/19 17:00;231.42;204.09;2480;14.319;95.731;46.196;31.724
24/04/19 18:00;120.13;99.841;1162.4;4.2231;102.66;23.497;27.041
24/04/19 19:00;0;0;0;0;0;0;0
24/04/19 20:00;0;0;0;0;0;0;0
24/04/19 21:00;0;0;0;0;0;0;0
24/04/19 22:00;0;0;0;0;0;0;0
24/04/19 23:00;0;0;0;0;0;0;0
25/04/19 00:00;0;0;0;0;0;0;0
25/04/19 01:00;0;0;0;0;0;0;0
25/04/19 02:00;0;0;0;0;0;0;0
25/04/19 03:00;0;0;0;0;0;0;0
25/04/19 04:00;0;0;0;0;0;0;0
25/04/19 05:00;71.985;60.674;696.11;3.3916;-103.65;17.104;14.668
25/04/19 06:00;213.41;187.96;2366;12.645;-97.277;47.603;19.295
25/04/19 07:00;345.26;315.39;4023.6;24.896;-88.853;65.904;24.894
25/04/19 08:00;456.51;426.24;5411;37.101;-79.452;71.598;30.984
25/04/19 09:00;542.6;513.55;6463.4;48.872;-67.544;75.298;36.027
25/04/19 10:00;603.42;575.69;7185.3;59.408;-50.062;77.004;39.867
25/04/19 11:00;635.79;608.9;7544.4;66.722;-21.676;79.796;42.669
25/04/19 12:00;638.39;611.56;7546.8;67.319;16.301;84.703;43.937
25/04/19 13:00;607.75;580.3;7141;60.778;46.659;77.901;44.262
25/04/19 14:00;552.79;523.93;6441.1;50.553;65.394;72.396;43.436
25/04/19 15:00;468.72;438.52;5385.2;38.898;77.885;64.697;41.531
25/04/19 16:00;363.62;332.86;4077.8;26.728;87.54;55.202;38.192
25/04/19 17:00;215.8;191.27;2303.8;14.466;96.042;45.897;32.985
25/04/19 18:00;75.481;66.728;742.35;4.1793;103.1;32.104;27.35
25/04/19 19:00;0;0;0;0;0;0;0
25/04/19 20:00;0;0;0;0;0;0;0
25/04/19 21:00;0;0;0;0;0;0;0
25/04/19 22:00;0;0;0;0;0;0;0
25/04/19 23:00;0;0;0;0;0;0;0
26/04/19 00:00;0;0;0;0;0;0;0
26/04/19 01:00;0;0;0;0;0;0;0
26/04/19 02:00;0;0;0;0;0;0;0
26/04/19 03:00;0;0;0;0;0;0;0
26/04/19 04:00;0;0;0;0;0;0;0
26/04/19 05:00;38.809;35.941;380.95;3.4163;-104.04;28.903;13.524
26/04/19 06:00;138.42;129.2;1580.6;12.861;-97.535;104.2;19.293
26/04/19 07:00;326.49;304.43;3842.3;25.108;-89.135;168.2;27.671
26/04/19 08:00;414.46;394.36;4955.8;37.32;-79.765;316;33.053
26/04/19 09:00;474.64;453.68;5661.7;49.111;-67.895;350;37.119
26/04/19 10:00;603.17;576.76;7098.3;59.686;-50.421;207;44.162
26/04/19 11:00;617.69;592.86;7243;67.048;-21.838;334.1;46.648
26/04/19 12:00;644.77;618.43;7506.9;67.629;16.61;187.3;48.98
26/04/19 13:00;611.97;585.14;7085.7;61.013;47.141;135.4;49.135
26/04/19 14:00;544.57;517.32;6264.4;50.733;65.834;123.8;47.776
26/04/19 15:00;471.07;442.68;5364.3;39.051;78.263;120;45.601
26/04/19 16:00;327.29;303.68;3661.4;26.872;87.874;119.8;41.367
26/04/19 17:00;118.36;111.94;1283.5;14.612;96.35;106.9;34.504
26/04/19 18:00;33.902;31.05;301.66;4.3349;103.39;23.697;30.947
26/04/19 19:00;0;0;0;0;0;0;0
26/04/19 20:00;0;0;0;0;0;0;0
26/04/19 21:00;0;0;0;0;0;0;0
26/04/19 22:00;0;0;0;0;0;0;0
26/04/19 23:00;0;0;0;0;0;0;0
27/04/19 00:00;0;0;0;0;0;0;0
27/04/19 01:00;0;0;0;0;0;0;0
27/04/19 02:00;0;0;0;0;0;0;0
27/04/19 03:00;0;0;0;0;0;0;0
27/04/19 04:00;0;0;0;0;0;0;0
27/04/19 05:00;20.978;20.187;183.54;3.6359;-104.29;23.493;17.607
27/04/19 06:00;86.654;83.387;973.24;13.072;-97.793;96.306;20.896
27/04/19 07:00;226.74;216.66;2685.9;25.317;-89.415;224.2;26.953
27/04/19 08:00;389.17;369.33;4613.7;37.534;-80.078;251.4;33.915
27/04/19 09:00;518.08;494.84;6119.4;49.344;-68.248;340.8;40.984
27/04/19 10:00;546.77;524.68;6436;59.958;-50.784;432.7;44.112
27/04/19 11:00;581.51;558.91;6816.2;67.369;-22.008;503.4;46.558
27/04/19 12:00;508.34;488.64;5961;67.936;16.918;441.9;44.9
27/04/19 13:00;581.4;557.43;6741.5;61.244;47.622;346.1;49
27/04/19 14:00;553.66;526.16;6359.7;50.911;66.27;107.2;48.509
27/04/19 15:00;338.88;320.34;3874.6;39.203;78.638;150.5;41.324
27/04/19 16:00;328.71;304.29;3671.5;27.015;88.205;97.698;41.188
27/04/19 17:00;125.45;115.47;1330.2;14.758;96.654;69.903;34.012
27/04/19 18:00;77.264;68.246;749.52;4.2913;103.82;29.8;31.753
27/04/19 19:00;0;0;0;0;0;0;0
27/04/19 20:00;0;0;0;0;0;0;0
27/04/19 21:00;0;0;0;0;0;0;0
27/04/19 22:00;0;0;0;0;0;0;0
27/04/19 23:00;0;0;0;0;0;0;0
28/04/19 00:00;0;0;0;0;0;0;0
28/04/19 01:00;0;0;0;0;0;0;0
28/04/19 02:00;0;0;0;0;0;0;0
28/04/19 03:00;0;0;0;0;0;0;0
28/04/19 04:00;0;0;0;0;0;0;0
28/04/19 05:00;58.611;50.545;559.22;3.6533;-104.67;14.601;17.953
28/04/19 06:00;221.15;196.21;2427.4;13.28;-98.048;44.202;25.545
28/04/19 07:00;360.79;331.05;4119.9;25.52;-89.693;59.8;33.373
28/04/19 08:00;441.22;415.62;5160;37.743;-80.39;149.1;37.512
28/04/19 09:00;559.35;531.54;6540.7;49.572;-68.601;126.4;43.321
28/04/19 10:00;614.01;587.18;7156.5;60.225;-51.152;74.002;47.26
28/04/19 11:00;657.75;631.33;7610.5;67.686;-22.184;100.2;51.22
28/04/19 12:00;600.74;577.06;6958.5;68.239;17.227;263.3;50.227
28/04/19 13:00;593.48;568.68;6843.7;61.473;48.101;231.9;50.656
28/04/19 14:00;567.23;540.14;6501;51.087;66.702;169.8;50.053
28/04/19 15:00;484.46;457.44;5522.8;39.354;79.008;177.8;47.109
28/04/19 16:00;359.74;333.61;4034.2;27.157;88.532;109.8;42.045
28/04/19 17:00;203.59;184.29;2193.4;14.903;96.953;67.4;35.654
28/04/19 18:00;136.45;114.96;1332;4.4463;104.11;22.001;32.278
28/04/19 19:00;0;0;0;0;0;0;0
28/04/19 20:00;0;0;0;0;0;0;0
28/04/19 21:00;0;0;0;0;0;0;0
28/04/19 22:00;0;0;0;0;0;0;0
28/04/19 23:00;0;0;0;0;0;0;0
29/04/19 00:00;0;0;0;0;0;0;0
29/04/19 01:00;0;0;0;0;0;0;0
29/04/19 02:00;0;0;0;0;0;0;0
29/04/19 03:00;0;0;0;0;0;0;0
29/04/19 04:00;0;0;0;0;0;0;0
29/04/19 05:00;82.297;70.336;810.91;3.6672;-105.05;17.403;18.796
29/04/19 06:00;231.59;205.77;2564.2;13.483;-98.302;43.204;24.314
29/04/19 07:00;359.34;330.07;4151.8;25.72;-89.971;55.003;30.048
29/04/19 08:00;466.83;437.76;5478.5;37.948;-80.702;61.096;35.776
29/04/19 09:00;552.41;524.69;6506.2;49.796;-68.956;66.203;40.847
29/04/19 10:00;611.57;585.25;7188.2;60.487;-51.524;68.098;44.923
29/04/19 11:00;641.38;615.97;7513.6;67.998;-22.368;68.197;47.495
29/04/19 12:00;642.79;617.46;7514.2;68.538;17.535;67.3;48.211
29/04/19 13:00;615.37;589.26;7177.8;61.698;48.579;64.497;47.469
29/04/19 14:00;559.02;531.58;6482.3;51.26;67.131;62.503;46.022
29/04/19 15:00;477.18;448.34;5477.5;39.503;79.375;60.299;43.36
29/04/19 16:00;374.18;344.45;4207;27.299;88.855;48.5;39.627
29/04/19 17:00;248.71;221.01;2664.1;15.048;97.248;34.099;35.673
29/04/19 18:00;127.54;106.76;1233.2;4.6009;104.39;14.401;31.155
29/04/19 19:00;0;0;0;0;0;0;0
29/04/19 20:00;0;0;0;0;0;0;0
29/04/19 21:00;0;0;0;0;0;0;0
29/04/19 22:00;0;0;0;0;0;0;0
29/04/19 23:00;0;0;0;0;0;0;0
30/04/19 00:00;0;0;0;0;0;0;0
30/04/19 01:00;0;0;0;0;0;0;0
30/04/19 02:00;0;0;0;0;0;0;0
30/04/19 03:00;0;0;0;0;0;0;0
30/04/19 04:00;0;0;0;0;0;0;0
30/04/19 05:00;65.967;58.948;662.95;3.8748;-105.29;26.699;19.542
30/04/19 06:00;198.51;180.02;2213;13.682;-98.555;72.197;25.65
30/04/19 07:00;360.85;332.64;4149.3;25.914;-90.247;67.898;32.745
30/04/19 08:00;468.56;440.65;5469.4;38.147;-81.013;92.901;38.382
30/04/19 09:00;497.7;473.89;5843.7;50.013;-69.311;126.2;41.295
30/04/19 10:00;622.77;596.54;7260.1;60.743;-51.9;100.1;47.851
